CIM10;;"SFMU
SFMU";REGROUPEMENTS CIM10 FEDORU;;
O293;Réaction toxique au cours d'une anesthésie locale au cours de la grossesse;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O294;Céphalée provoquée par une rachianesthésie et une anesthésie épidurale au cours de la grossesse;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O295;Autres complications d'une rachianesthésie et d'une anesthésie épidurale au cours de la grossesse;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O296;Échec ou difficulté d'intubation au cours de la grossesse;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O298;Autres complications d'une anesthésie au cours de la grossesse;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O299;Complication d'une anesthésie au cours de la grossesse, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O30;Grossesse multiple;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O300;Grossesse multiple : jumeaux;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O301;Grossesse multiple : triplés;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O302;Grossesse multiple : quadruplés;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O308;Autres grossesses multiples;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O309;Grossesse multiple, sans précision;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O31;Complications spécifiques à une grossesse multiple;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O310;Foetus papyracé;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O311;Poursuite de la grossesse après avortement d'un ou plusieurs foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O312;Poursuite de la grossesse après mort intra-utérine d'un ou plusieurs foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O318;Autres complications spécifiques à une grossesse multiple;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O32;Soins maternels pour présentation anormale connue ou présumée du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O320;Soins maternels pour position instable;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O321;Soins maternels pour présentation du siège;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O322;Soins maternels pour position transverse et oblique;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O323;Soins maternels pour présentation de la face, du front et du menton;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O324;Soins maternels pour tête haute à terme;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O325;Soins maternels pour grossesse multiple avec présentation anormale d'un ou plusieurs foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O326;Soins maternels pour présentation complexe;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O328;Soins maternels pour d'autres présentations anormales du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O329;Soins maternels pour présentation anormale du foetus, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O33;Soins maternels pour disproportion foeto-pelvienne connue ou présumée;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O330;Soins maternels pour disproportion due à une malformation du bassin de la mère;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O331;Soins maternels pour disproportion due à un bassin maternel généralement rétréci;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O332;Soins maternels pour disproportion due à un rétrécissement du détroit supérieur (du bassin maternel);non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O333;Soins maternels pour disproportion due à un rétrécissement du détroit inférieur;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O334;Soins maternels pour disproportion foeto-pelvienne d'origine mixte, maternelle et foetale;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O335;Soins maternels pour disproportion due à un foetus anormalement gros;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O336;Soins maternels pour disproportion due à un foetus hydrocéphale;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O337;Soins maternels pour disproportion due à d'autres anomalies du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O338;Soins maternels pour disproportion d'autres origines;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O339;Soins maternels pour disproportion, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O34;Soins maternels pour anomalie connue ou présumée des organes pelviens;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O340;Soins maternels pour malformation congénitale de l'utérus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O341;Soins maternels pour tumeur du corps de l'utérus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O342;Soins maternels pour cicatrice utérine due à une intervention chirurgicale antérieure;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O343;Soins maternels pour béance du col;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O344;Soins maternels pour d'autres anomalies du col;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O345;Soins maternels pour d'autres anomalies de l'utérus gravide;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O346;Soins maternels pour anomalies du vagin;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O347;Soins maternels pour anomalies de la vulve et du périnée;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O348;Soins maternels pour d'autres anomalies des organes pelviens;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O349;Soins maternels pour anomalie d'un organe pelvien, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O35;Soins maternels pour anomalie et lésion foetales, connues ou présumées;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O350;Soins maternels pour malformation (présumée) du système nerveux central du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O351;Soins maternels pour anomalie chromosomique (présumée) du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O352;Soins maternels pour maladie héréditaire (présumée) du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O353;Soins maternels pour lésions foetales (présumées) résultant d'une maladie virale de la mère;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O354;Soins maternels pour lésions foetales (présumées) dues à l'alcoolisme maternel;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O355;Soins maternels pour lésions foetales (présumées) médicamenteuses;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O356;Soins maternels pour lésions foetales (présumées) dues à une irradiation;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O357;Soins maternels pour lésions foetales (présumées) dues à d'autres actes à visée diagnostique et thérapeutique;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O358;Soins maternels pour d'autres anomalies et lésions foetales (présumées);non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O359;Soins maternels pour anomalie et lésion foetales (présumées), sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O36;Soins maternels pour d'autres affections connues ou présumées du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O360;Soins maternels pour iso-immunisation anti-Rh;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O361;Soins maternels pour une autre iso-immunisation;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O362;Soins maternels pour anasarque foeto-placentaire;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O363;Soins maternels pour signes d'hypoxie foetale;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O364;Soins maternels pour mort intra-utérine du foetus;OUI;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O365;Soins maternels pour croissance insuffisante du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O366;Soins maternels pour croissance excessive du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O367;Soins maternels pour grossesse abdominale avec foetus viable;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O368;Soins maternels pour d'autres affections précisées du foetus;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O369;Soins maternels pour affection du foetus, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O40;Hydramnios;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O41;Autres anomalies du liquide amniotique et des membranes;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O410;Oligoamnios;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O411;Infection du sac amniotique et des membranes;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O418;Autres anomalies précisées du liquide amniotique et des membranes;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
O419;Anomalie du liquide amniotique et des membranes, sans précision;non;Médico-chirurgical;Douleurs pelviennes, pathologies uro-génitales;autres recours obstétricaux
