"CODE ","REGROUPEMENTS ORUMIPS",,,,,,,,,,,
"CIM10","Code Type Urgences","Libéllé Type Urgences","Code Discipline / Topographie","Libellé Discipline / Topographie","Code Type Pathologie","Libéllé Type de Pathologie",,,,,,
"R071","MED-CHIR","Médico-chirurgical","PNEUMO","Dyspnées"," pathologies des voies aériennes inférieures","PNEUMO04","Dyspnée et gène respiratoire",,,,,
"R072","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV05","Douleur précordiale ou thoracique non élucidée",,,,,
"R073","MED-CHIR","Médico-chirurgical","RHUMATO","Douleurs de membre"," rhumatologie"," orthopédie"," SNP","RHUMATO05","Douleur thoracique pariétale",,,
"R074","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV05","Douleur précordiale ou thoracique non élucidée",,,,,
"R092","MED-CHIR","Médico-chirurgical","PNEUMO","Dyspnées"," pathologies des voies aériennes inférieures","PNEUMO07","Insuffisance respiratoire aiguë",,,,,
"R100","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST05","Douleur abdominale sans précision",,,,,
"R101","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST05","Douleur abdominale sans précision",,,,,
"R102","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN02","Douleur pelvienne",,,,,
"R103","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST05","Douleur abdominale sans précision",,,,,
"R104","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST05","Douleur abdominale sans précision",,,,,
"R11","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST09","Nausées"," vomissements",,,,
"R12","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST11","Oesophagite et reflux gastro-oesophagien",,,,,
"R13","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS01","Angines"," amygdalites"," rhino-pharyngites"," toux",
"R17","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST02","Ascite"," ictère et hépatopathie",,,,
"R18","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST02","Ascite"," ictère et hépatopathie",,,,
"R200","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R201","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R202","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R203","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R208","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R21","MED-CHIR","Médico-chirurgical","DERMATO","Dermato-allergologie et atteintes cutanéo-muqueuses","DERMATO04","Erythème et autres éruptions",,,,,,
"R221","MED-CHIR","Médico-chirurgical","DERMATO","Dermato-allergologie et atteintes cutanéo-muqueuses","DERMATO06","Oedeme et tuméfaction localisés",,,,,,
"R233","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"R251","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R252","MED-CHIR","Médico-chirurgical","RHUMATO","Douleurs de membre"," rhumatologie"," orthopédie"," SNP","RHUMATO04","Douleur de membre"," contracture"," myalgie"," ..."
"R258","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R260","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R261","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R262","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R2630","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R2638","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R270","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO08","Troubles sensitifs"," moteurs et toniques autres",,,,
"R290","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX03","Déshydratation et trouble hydro-électrolytiques",,,,,,
"R291","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO06","Méningisme"," méningite"," encéphalite et infections du SNC",,,
"R296","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R300","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R309","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R31","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN05","Hématurie",,,,,
"R32","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R33","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R34","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R35","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R36","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN10","Rétention urinaire"," pb de sonde"," dysurie",,,
"R392","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN12","autre affection uro-génitale",,,,,
"R400","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"R4010","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"R4018","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"R4020","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"R4028","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"R410","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO04","Désorientation et troubles cognitifs",,,,,
"R413","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO04","Désorientation et troubles cognitifs",,,,,
"R42","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV03","Vertiges et sensations vertigineuses",,,
"R443","PSY","Psychiatrique","PSY","Troubles du psychisme"," pathologies psychiatriques","PSY04","Schizophrénie"," délire"," hallucinations",,,
"R451","PSY","Psychiatrique","PSY","Troubles du psychisme"," pathologies psychiatriques","PSY01","Agitation"," trouble de personnalité et du comportement",,,,
"R456","PSY","Psychiatrique","PSY","Troubles du psychisme"," pathologies psychiatriques","PSY01","Agitation"," trouble de personnalité et du comportement",,,,
"R458","PSY","Psychiatrique","PSY","Troubles du psychisme"," pathologies psychiatriques","PSY03","Dépression et troubles de l'humeur",,,,,
"R468","PSY","Psychiatrique","PSY","Troubles du psychisme"," pathologies psychiatriques","PSY01","Agitation"," trouble de personnalité et du comportement",,,,
"R4700","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"R4701","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"R4702","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"R4703","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO02","AVC"," AIT"," hémiplégie et syndrômes apparentés",,,
"R508","MED-CHIR","Médico-chirurgical","INFECTIO","Fièvre et infectiologie générale","INFECTIO01","Fièvre",,,,,,
"R509","MED-CHIR","Médico-chirurgical","INFECTIO","Fièvre et infectiologie générale","INFECTIO01","Fièvre",,,,,,
"R51","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO07","Migraine et céphalées",,,,,
"R5210","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX05","Douleurs aiguës et chroniques non précisées"," soins palliatifs",,,,,
"R5218","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX05","Douleurs aiguës et chroniques non précisées"," soins palliatifs",,,,,
"R529","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX05","Douleurs aiguës et chroniques non précisées"," soins palliatifs",,,,,
"R53+0","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R53+1","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV01","Malaises sans PC ou sans précision",,,
"R53+2","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R54+0","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX01","AEG"," asthénie"," syndrôme de glissement"," ..",,,
"R55","MED-CHIR","Médico-chirurgical","MLSV","Malaises"," lipothymies"," syncopes"," étourdissements et vertiges","MSLV02","Syncopes"," lipothymies et malaises avec PC",,
"R560","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO05","Epilepsie et convulsions",,,,,
"R568","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO05","Epilepsie et convulsions",,,,,
"R570","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV03","Choc cardio-circulatoire",,,,,
"R571","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV03","Choc cardio-circulatoire",,,,,
"R572","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV03","Choc cardio-circulatoire",,,,,
"R578","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV03","Choc cardio-circulatoire",,,,,
"R579","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV03","Choc cardio-circulatoire",,,,,
"R58","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R590","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R591","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R599","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R600","MED-CHIR","Médico-chirurgical","DERMATO","Dermato-allergologie et atteintes cutanéo-muqueuses","DERMATO06","Oedeme et tuméfaction localisés",,,,,,
"R601","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R609","MED-CHIR","Médico-chirurgical","DERMATO","Dermato-allergologie et atteintes cutanéo-muqueuses","DERMATO06","Oedeme et tuméfaction localisés",,,,,,
"R629","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R630","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST15","autres pathologies digestives et alimentaires",,,,,
"R633","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R650","MED-CHIR","Médico-chirurgical","INFECTIO","Fièvre et infectiologie générale","INFECTIO03","Septicémies et sepsis",,,,,,
"R651","MED-CHIR","Médico-chirurgical","INFECTIO","Fièvre et infectiologie générale","INFECTIO03","Septicémies et sepsis",,,,,,
"R652","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R653","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R659","MED-CHIR","Médico-chirurgical","INFECTIO","Fièvre et infectiologie générale","INFECTIO03","Septicémies et sepsis",,,,,,
"R681","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R739","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"R780","TOXICO","Toxicologique","INTOX","Intoxications aigues non alimentaires","INTOX01","Intoxication alcoolique",,,,,,
"R824","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"R943","MED-CHIR","Médico-chirurgical","CARDIOV","Douleurs thoraciques"," pathologies cardio-vasculaires","CARDIOV14","autres patho cardio-vasculaires",,,,,
"R95","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R96","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R98","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"R99","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"S000","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S001","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S002","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S003","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S004","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S005","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S007","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
